class,age_band,dist_m,going,ran,num,horse,age,sex,lbs,jockey,trainer,or,rpr,pos
Class 5,2yo,1006,Good To Firm,12,2,Dubai Celebration (GB),2,C,119,Patrick Donaghy,Jedd OKeeffe,–,83,1
Class 5,2yo,1006,Good To Firm,12,11,Ballinargh Girl (IRE),2,F,116,Andrew Elliott,Robert Wylie,–,70,2
Class 5,2yo,1006,Good To Firm,12,6,Master Macho (IRE),2,C,121,Sam Hitchcott,Mick Channon,–,73,3
Class 5,2yo,1006,Good To Firm,12,8,Intrusion (GB),2,F,119,David Allan,Richard Fahey,–,63,4
Class 5,2yo,1006,Good To Firm,12,4,Barkston Ash (GB),2,C,121,Franny Norton,Eric Alston,–,47,5
Class 5,2yo,1006,Good To Firm,12,5,Gottcher (GB),2,C,116,Dean Heslop,David Barron,–,45,6
Class 5,2yo,1006,Good To Firm,12,10,Venus Empress (GB),2,F,115,David Kenny,Ed McMahon,–,46,7
Class 5,2yo,1006,Good To Firm,12,9,Lizzie (IRE),2,F,119,Duran Fentiman,Tim Easterby,–,37,8
Class 5,2yo,1006,Good To Firm,12,1,Mandys Hero (GB),2,C,127,Daniel Tudhope,Richard Fahey,–,44,9
Class 5,2yo,1006,Good To Firm,12,3,Palindromic (IRE),2,C,119,Toby Atkinson,Jeremy Gask,–,37,10
Class 5,2yo,1006,Good To Firm,12,7,Infectious (IRE),2,F,119,Richard Mullen,David Brown,–,27,11
Class 5,2yo,1006,Good To Firm,12,13,Running Water (GB),2,F,116,Paddy Mathers,Tony McWilliams,–,14,12
Class 5,3yo+,1207,Good To Firm,10,2,Bosun Breese (GB),5,G,131,Dean Heslop,David Barron,70,79,1
Class 5,3yo+,1207,Good To Firm,10,6,Rainy Night (GB),4,G,121,Toby Atkinson,Reg Hollinshead,60,68,2
Class 5,3yo+,1207,Good To Firm,10,5,Timber Treasure (USA),6,G,128,Franny Norton,Paul Green,62,64,3
Class 5,3yo+,1207,Good To Firm,10,9,Forzarzi (IRE),6,G,121,Paddy Mathers,Tony McWilliams,55,49,4
Class 5,3yo+,1207,Good To Firm,10,10,Elegant Dancer (IRE),3,F,114,Andrew Elliott,Paul Green,55,39,5
Class 5,3yo+,1207,Good To Firm,10,4,Time Medicean (GB),4,G,129,Tony Culhane,Paul Midgley,63,49,6
Class 5,3yo+,1207,Good To Firm,10,7,Autocracy (GB),3,C,122,Richard Mullen,William Haggas,63,43,7
Class 5,3yo+,1207,Good To Firm,10,8,Commander Wish (GB),7,G,118,Andrew Heffernan,Lucinda Featherstone,55,23,8
Class 5,3yo+,1207,Good To Firm,10,1,Mandurah (IRE),6,G,140,Saleem Golam,Brian Baugh,74,39,9
Class 5,3yo+,1207,Good To Firm,10,3,Francis Walsingham (IRE),4,G,131,Patrick Hills,Hughie Morrison,68,–,10
Class 3,3yo+,1637,Good To Firm,11,1,Ezdeyaad (USA),6,G,140,P J McDonald,Alan Swinbank,90,98,1
Class 3,3yo+,1637,Good To Firm,11,8,Harriets Girl (GB),4,F,125,Andrew Elliott,John Weymes,75,80,2
Class 3,3yo+,1637,Good To Firm,11,5,Moheebb (IRE),6,G,132,Richard Smith,Ruth Carr,82,90,3
Class 3,3yo+,1637,Good To Firm,11,7,Observatory Star (IRE),7,G,125,Franny Norton,Tim Easterby,75,80,4
Class 3,3yo+,1637,Good To Firm,11,6,Sunnyside Tom (IRE),6,G,132,Francisco Da Silva,Richard Fahey,82,83,5
Class 3,3yo+,1637,Good To Firm,11,9,Ginger Jack (GB),3,G,125,Greg Fairley,Mark Johnston,85,84,6
Class 3,3yo+,1637,Good To Firm,11,3,Magaling (IRE),4,C,136,Graham Gibbons,Michael Easterby,86,85,7
Class 3,3yo+,1637,Good To Firm,11,2,Billy Dane (IRE),6,G,132,Michael OConnell,Barry Murtagh,87,87,8
Class 3,3yo+,1637,Good To Firm,11,4,Red Somerset (USA),7,G,133,Richard Mullen,Mike Murphy,83,38,9
Class 3,3yo+,1637,Good To Firm,11,11,Riqaab (IRE),5,G,121,David Allan,Michael Easterby,71,–,10
Class 3,3yo+,1637,Good To Firm,11,10,Much Acclaimed (IRE),3,G,123,Micky Fenton,Tom Tate,83,–,PU
Class 5,3yo+,1637,Good To Firm,16,5,Thabit (USA),4,C,138,Philip Robinson,Michael Jarvis,–,93,1
Class 5,3yo+,1637,Good To Firm,16,11,Spas Dancer (IRE),3,C,125,Patrick Hills,J W Hills,80,84,2
Class 5,3yo+,1637,Good To Firm,16,15,Piddies Power (GB),3,F,123,Graham Gibbons,Ed McMahon,–,62,3
Class 5,3yo+,1637,Good To Firm,16,10,Pirate Coast (GB),3,C,128,Duran Fentiman,Tim Easterby,–,65,4
Class 5,3yo+,1637,Good To Firm,16,8,Christmas Carnival (GB),3,C,128,Richard Mullen,Brian Meehan,80,55,5
Class 5,3yo+,1637,Good To Firm,16,9,Major Monty (IRE),3,G,128,Richard Kingscote,Tom Dascombe,–,50,6
Class 5,3yo+,1637,Good To Firm,16,1,Fabled Dancer (IRE),4,G,138,Franny Norton,Eric Alston,47,46,7
Class 5,3yo+,1637,Good To Firm,16,7,Barren Brook (GB),3,G,128,Lee Vickers,Michael Easterby,–,39,8
Class 5,3yo+,1637,Good To Firm,16,12,Account Closed (GB),3,F,123,P J McDonald,Michael Easterby,40,26,9
Class 5,3yo+,1637,Good To Firm,16,13,Hannah Hawk (GB),3,F,120,Andrew Heffernan,Lucinda Featherstone,–,24,10
Class 5,3yo+,1637,Good To Firm,16,3,Johnstons Kiwi (IRE),7,G,138,David Allan,Eric Alston,–,30,11
Class 5,3yo+,1637,Good To Firm,16,2,Inchmarlow (IRE),7,G,133,Ross Atkinson,Terry Caldwell,32,19,12
Class 5,3yo+,1637,Good To Firm,16,6,Stephie (GB),4,F,126,D M Simmonson,Michael Easterby,–,11,13
Class 5,3yo+,1637,Good To Firm,16,14,Jubilant Lady (USA),3,F,123,Greg Fairley,Bryan Smart,–,9,14
Class 5,3yo+,1637,Good To Firm,16,4,Pound Lane (IRE),4,G,138,Vince Slattery,Teresa Spearing,–,–,15
Class 5,3yo+,1637,Good To Firm,16,16,Tender Appeal (GB),3,F,123,Micky Fenton,Bill Moore,–,–,16
Class 4,3yo,1637,Good To Firm,9,2,Venutius (GB),3,G,135,Graham Gibbons,Ed McMahon,77,92,1
Class 4,3yo,1637,Good To Firm,9,6,Mejd (IRE),3,C,134,Sam Hitchcott,Mick Channon,76,83,2
Class 4,3yo,1637,Good To Firm,9,3,Woodford Belle (USA),3,F,135,Richard Mullen,Brian Meehan,77,68,3
Class 4,3yo,1637,Good To Firm,9,1,Bahamian Music (IRE),3,F,135,Francisco Da Silva,Richard Fahey,77,64,4
Class 4,3yo,1637,Good To Firm,9,4,Step In Time (IRE),3,C,135,Greg Fairley,Mark Johnston,77,60,5
Class 4,3yo,1637,Good To Firm,9,7,Taste The Victory (USA),3,G,132,P J McDonald,Alan Swinbank,74,46,6
Class 4,3yo,1637,Good To Firm,9,9,Toga Tiger (IRE),3,G,128,Tony Culhane,Paul Midgley,70,37,7
Class 4,3yo,1637,Good To Firm,9,8,Transmit (IRE),3,G,131,David Allan,Tim Easterby,73,36,8
Class 4,3yo,1637,Good To Firm,9,5,Quaker Parrot (GB),3,F,130,Ross Atkinson,Tom Dascombe,77,35,9
Class 5,3yo+,2103,Good To Firm,8,6,Mount Athos (IRE),3,C,123,Michael Hills,J W Hills,64,91,1
Class 5,3yo+,2103,Good To Firm,8,7,Grams And Ounces (GB),3,G,121,Tom Eaves,Amy Weaver,62,63,2
Class 5,3yo+,2103,Good To Firm,8,9,Ting Ting (USA),3,F,119,Jamie Spencer,Tom Tate,60,60,3
Class 5,3yo+,2103,Good To Firm,8,4,Kyle Of Bute (GB),4,G,128,Robert Winston,Brian Baugh,58,52,4
Class 5,3yo+,2103,Good To Firm,8,3,Harare (GB),9,G,133,James Doyle,Richard Price,63,54,5
Class 5,3yo+,2103,Good To Firm,8,2,Finsbury (GB),7,G,137,David Allan,Linda Perratt,67,49,6
Class 5,3yo+,2103,Good To Firm,8,8,Highland Jewel I (IRE),3,F,121,Luke Morris,Clive Cox,62,37,7
Class 5,3yo+,2103,Good To Firm,8,1,Prohibition (IRE),4,G,140,Eddie Ahern,William Haggas,70,–,8
Class 4,2yo,1207,Good To Firm,4,4,Madany (IRE),2,F,124,Michael Hills,B W Hills,–,82,1
Class 4,2yo,1207,Good To Firm,4,1,Hortensia (IRE),2,F,129,Ryan Moore,Mick Channon,–,81,2
Class 4,2yo,1207,Good To Firm,4,3,Elkmait (GB),2,F,124,Neil Callan,Clive Brittain,–,71,3
Class 4,2yo,1207,Good To Firm,4,5,Wolf Slayer (GB),2,F,124,Richard Kingscote,Tom Dascombe,–,70,4
Class 4,3yo+,1207,Good To Firm,13,10,King Of Eden (IRE),4,G,130,David Allan,Eric Alston,70,86,1
Class 4,3yo+,1207,Good To Firm,13,5,Tyfos (GB),5,G,136,Robert Winston,Brian Baugh,76,84,2
Class 4,3yo+,1207,Good To Firm,13,3,Legal Eagle (IRE),5,G,137,Jamie Spencer,Paul Green,77,82,3
Class 4,3yo+,1207,Good To Firm,13,6,Grissom (IRE),4,G,135,Joe Fanning,Alan Berry,75,77,4
Class 4,3yo+,1207,Good To Firm,13,14,Rainy Night (GB),4,G,119,Kelly Harrison,Reg Hollinshead,62,62,5
Class 4,3yo+,1207,Good To Firm,13,2,Coleorton Choice (GB),4,C,135,Paul Pickard,Reg Hollinshead,80,75,6
Class 4,3yo+,1207,Good To Firm,13,7,Pearly Wey (GB),7,G,135,Tom Eaves,Ian McInnes,75,69,7
Class 4,3yo+,1207,Good To Firm,13,4,Silver Wind (GB),5,G,134,Martin Lane,David Evans,77,70,8
Class 4,3yo+,1207,Good To Firm,13,8,Northern Bolt (GB),5,G,135,Paddy Mathers,Ian McInnes,75,67,9
Class 4,3yo+,1207,Good To Firm,13,11,Commando Scott (IRE),9,G,120,Neil Farley,Declan Carroll,67,52,10
Class 4,3yo+,1207,Good To Firm,13,9,Bosun Breese (GB),5,G,133,Graham Gibbons,David Barron,73,57,11
Class 4,3yo+,1207,Good To Firm,13,1,Northern Dare (IRE),6,G,140,Stevie Donohoe,Richard Fahey,80,61,12
Class 4,3yo+,1207,Good To Firm,13,13,Charles Darwin (IRE),7,G,125,Franny Norton,Michael Blanshard,65,42,13
Class 3,3yo+,1637,Good To Firm,7,9,Ginger Jack (GB),3,G,120,Joe Fanning,Mark Johnston,83,94,1
Class 3,3yo+,1637,Good To Firm,7,5,Benandonner (USA),7,G,130,Andrea Atzeni,Mike Murphy,84,95,2
Class 3,3yo+,1637,Good To Firm,7,4,Follow The Flag (IRE),6,G,126,Declan Cannon,Alan McCabe,85,91,3
Class 3,3yo+,1637,Good To Firm,7,7,Rumool (GB),3,C,127,Neil Callan,Clive Brittain,90,92,4
Class 3,3yo+,1637,Good To Firm,7,2,Kyllachy Star (GB),4,G,134,Stevie Donohoe,Richard Fahey,88,92,5
Class 3,3yo+,1637,Good To Firm,7,1,Ezdeyaad (USA),6,G,140,P J McDonald,Alan Swinbank,94,96,6
Class 3,3yo+,1637,Good To Firm,7,3,Leceile (USA),4,F,133,Ryan Moore,William Haggas,87,54,7
Class 5,3yo+,1637,Good To Firm,12,4,Green Destiny (IRE),3,C,126,Michael Hills,William Haggas,–,80,1
Class 5,3yo+,1637,Good To Firm,12,8,Official Style (GB),3,C,126,Ryan Moore,Sir Michael Stoute,81,80,2
Class 5,3yo+,1637,Good To Firm,12,3,City Ground (USA),3,G,126,Neil Callan,Michael Jarvis,–,77,3
Class 5,3yo+,1637,Good To Firm,12,6,Khandaq (USA),3,C,126,Joe Fanning,Mark Johnston,–,77,4
Class 5,3yo+,1637,Good To Firm,12,5,Jet Away (GB),3,C,126,Eddie Ahern,Sir Henry Cecil,–,74,5
Class 5,3yo+,1637,Good To Firm,12,2,No Mean Trick (USA),4,G,135,Luke Morris,Clive Cox,–,70,6
Class 5,3yo+,1637,Good To Firm,12,12,Satwa Excel (GB),3,F,118,Ashley Hamblett,Ed Dunlop,–,60,7
Class 5,3yo+,1637,Good To Firm,12,11,Montelissima (IRE),3,F,121,Jimmy Quinn,Ed Dunlop,–,60,8
Class 5,3yo+,1637,Good To Firm,12,9,Captivator (GB),3,F,121,Jamie Spencer,James Fanshawe,–,47,9
Class 5,3yo+,1637,Good To Firm,12,1,Cheddar George (GB),4,C,135,Robert Winston,Brian Meehan,–,41,10
Class 5,3yo+,1637,Good To Firm,12,7,Norville (IRE),3,C,126,James Doyle,David Evans,–,28,11
Class 5,3yo+,1637,Good To Firm,12,10,Gracie May (GB),3,F,116,Paul Pickard,Reg Hollinshead,–,15,12
Class 4,4yo+,2816,Good To Firm,9,2,Lady Eclair (IRE),4,F,132,Joe Fanning,Mark Johnston,84,95,1
Class 4,4yo+,2816,Good To Firm,9,3,Plymouth Rock I (IRE),4,G,131,Ryan Moore,Jeremy Noseda,83,94,2
Class 4,4yo+,2816,Good To Firm,9,6,Wicked Daze (IRE),7,G,124,Tom Eaves,Linda Perratt,76,85,3
Class 4,4yo+,2816,Good To Firm,9,10,Arab League (IRE),5,G,115,Luke Morris,Richard Price,67,74,4
Class 4,4yo+,2816,Good To Firm,9,9,Bavarian Nordic (USA),5,G,120,Jamie Spencer,Ann Duffield,72,77,5
Class 4,4yo+,2816,Good To Firm,9,4,Bollin Felix (GB),6,G,128,David Allan,Tim Easterby,80,84,6
Class 4,4yo+,2816,Good To Firm,9,1,Just Rob (GB),5,G,133,Eddie Ahern,Ian Williams,85,82,7
Class 4,4yo+,2816,Good To Firm,9,7,Kimberley Downs (USA),4,G,123,Jimmy Quinn,Noel Wilson,75,43,8
Class 4,4yo+,2816,Good To Firm,9,8,Hindu Kush (IRE),5,G,122,Stevie Donohoe,Ian Williams,74,40,9
Class 5,3yo+,1637,Good To Firm,9,6,Munsarim (IRE),3,C,126,Jamie Spencer,John Dunlop,79,86,1
Class 5,3yo+,1637,Good To Firm,9,5,Mont Ras (IRE),3,C,126,James McDonald,Ed Dunlop,–,58,2
Class 5,3yo+,1637,Good To Firm,9,8,Swiftly Done (IRE),3,G,126,Joe Fanning,Jeremy Noseda,–,55,3
Class 5,3yo+,1637,Good To Firm,9,2,Carnival Time (IRE),3,G,126,Luke Morris,Clive Cox,–,49,4
Class 5,3yo+,1637,Good To Firm,9,11,Tasza (USA),3,F,121,James Doyle,Alan McCabe,–,42,5
Class 5,3yo+,1637,Good To Firm,9,7,Paradise Spectre (GB),3,C,126,Neil Callan,John Weymes,83,42,6
Class 5,3yo+,1637,Good To Firm,9,4,Kayaan (GB),3,G,126,Michael Hills,William Haggas,–,31,7
Class 5,3yo+,1637,Good To Firm,9,9,Warm Memories (GB),3,G,126,Ryan Moore,Sir Michael Stoute,–,–,8
Class 5,3yo+,1637,Good To Firm,9,1,Tek A Deek (GB),6,G,135,Lee Vickers,James Moffatt,–,–,9
Class 5,3yo+,1006,Good To Firm,5,3,Angelo Poliziano (GB),4,G,137,Rosie Jessop,Ann Duffield,60,71,1
Class 5,3yo+,1006,Good To Firm,5,7,Yourelikemefrank (GB),4,G,123,Frank Hayes,John Balding,51,56,2
Class 5,3yo+,1006,Good To Firm,5,2,First Swallow (GB),5,G,131,Claire Murray,David Brown,61,58,3
Class 5,3yo+,1006,Good To Firm,5,6,Rio Sands (GB),5,G,132,John Cavanagh,Richard Whitaker,55,50,4
Class 5,3yo+,1006,Good To Firm,5,4,Ask Jenny (IRE),8,M,129,D M Simmonson,Patrick Morris,59,46,5
Class 5,2yo,1207,Good To Firm,16,2,Blaze Of Thunder (IRE),2,G,129,Tony Hamilton,Richard Fahey,–,78,1
